id,nama_resep,bahan_resep,bahan_alergen,daerah_resep,umur_resep
109,Bubur Susu Kacang  Ijo,"tepung kacang hijau, air, ASI, melon",kacang,Indonesia,6-8 Bulan
110,Smoothie Stroberi,"stroberi, ASI",,Indonesia,6-8 Bulan
111,Bubur Susu Kacang Merah,"susu kedelai/ASI, kacang merah, keju",susu,Indonesia,6-8 Bulan
111,Bubur Susu Kacang Merah,"susu kedelai/ASI, kacang merah, keju",kacang,Indonesia,6-8 Bulan
111,Bubur Susu Kacang Merah,"susu kedelai/ASI, kacang merah, keju",keju,Indonesia,6-8 Bulan
112,Pure Wortel,"wortel, ASI",,Indonesia,6-8 Bulan
113,Bubur Susu Oatmeal Keju,"air, oatmeal, ASI, keju",keju,Indonesia,6-8 Bulan
114,Bubur Roti Campur Apel,"roti tawar putih, ASI, apel",roti,Indonesia,6-8 Bulan
115,Bubur Susu Brokoli,"brokoli, tepung beras, air, ASI",tepung,Indonesia,6-8 Bulan
116,Bubur Susu Jagung Manis,"jagung manis, tepung maizena, air, ASI, jeruk bayi",tepung,Indonesia,6-8 Bulan
117,Bubur Susu Apel Jagung,"apel, jagung manis, air matang, ASI, keju parut",keju,Indonesia,6-8 Bulan
118,Pure Semangka,"semangka merah, air",,Indonesia,6-8 Bulan
119,Bubur Tenggiri Brokoli,"ikan tenggiri, kentang, wortel, air, brokoli, margarin",ikan,Indonesia,6-8 Bulan
120,Bubur Saring Makaroni,"bawang bombay, ayam cincang, makaroni, wortel, minyak kelapa, tepung terigu",pasta,Indonesia,6-8 Bulan
120,Bubur Saring Makaroni,"bawang bombay, ayam cincang, makaroni, wortel, minyak kelapa, tepung terigu",tepung,Indonesia,6-8 Bulan
121,Bubur Saring Kentang Sayuran,"kentang, kacang polong, tomat merah, keju, kaldu daging ayam/ikan/daging",kacang,Indonesia,6-8 Bulan
121,Bubur Saring Kentang Sayuran,"kentang, kacang polong, tomat merah, keju, kaldu daging ayam/ikan/daging",keju,Indonesia,6-8 Bulan
122,Bubur Saring Salmon,"beras merah, kaldu ikan, ikan salmon, daun katuk, tahu",ikan,Indonesia,6-8 Bulan
122,Bubur Saring Salmon,"beras merah, kaldu ikan, ikan salmon, daun katuk, tahu",tahu,Indonesia,6-8 Bulan
123,Bubur Oat Rasa Cokelat,"oat, bubuk cokelat, air, ASI",,Indonesia,6-8 Bulan
124,Bubur Hijau,"kacang hijau, daun bayam, air, air rebusan kacang hijau dan bayam",kacang,Indonesia,6-8 Bulan
125,Bubur Havermut,"havernmut, air, avokad, kuning telur rebus",telur,Indonesia,6-8 Bulan
126,Bubur Saring Manado,"beras, air, labu kuning, ikan kakap, daun kangkung, daun bayam",ikan,Indonesia,6-8 Bulan
127,Tim Merah Halus Ati Ayam,"beras merah, hati ayam, bayam merah, margarin, air",tepung,Indonesia,6-8 Bulan
128,Bubur Saring Kentang Salmon,"kentang, daging ikan salmon, wortel, keju parut, margarin, air",keju,Indonesia,6-8 Bulan
128,Bubur Saring Kentang Salmon,"kentang, daging ikan salmon, wortel, keju parut, margarin, air",ikan,Indonesia,6-8 Bulan
129,Bubur Halus Jagung Bawal,"jagung manis, wortel, air, ikan bawal, tahu, daun seledri, daun bawang",ikan,Indonesia,6-8 Bulan
129,Bubur Halus Jagung Bawal,"jagung manis, wortel, air, ikan bawal, tahu, daun seledri, daun bawang",tahu,Indonesia,6-8 Bulan
130,Bubur Saring Tuna,"beras, ikan tuna, kaldu daging, jahe parut, jeruk nipis, tofu, wortel, kembang kol",ikan,Indonesia,6-8 Bulan
130,Bubur Saring Tuna,"beras, ikan tuna, kaldu daging, jahe parut, jeruk nipis, tofu, wortel, kembang kol",tofu,Indonesia,6-8 Bulan
131,Bubur Saring Tempe Katuk,"tepung beras, tempe, daging sapi giling, labu siam, air, santan, daun katuk",tepung,Indonesia,6-8 Bulan
131,Bubur Saring Tempe Katuk,"tepung beras, tempe, daging sapi giling, labu siam, air, santan, daun katuk",tempe,Indonesia,6-8 Bulan
132,Bubur Havermut Sari Sayuran,"kacang merah, air, wortel, brokoli, havermut, keju parut",kacang,Indonesia,6-8 Bulan
132,Bubur Havermut Sari Sayuran,"kacang merah, air, wortel, brokoli, havermut, keju parut",keju,Indonesia,6-8 Bulan
133,Bubur Makaroni Campur Tomat,"makaroni rebus, daging ayam, kaldu ayam, tomat, kuning telur",pasta,Indonesia,6-8 Bulan
133,Bubur Makaroni Campur Tomat,"makaroni rebus, daging ayam, kaldu ayam, tomat, kuning telur",telur,Indonesia,6-8 Bulan
134,Tim Beras Merah Kakap,"beras merah, ikan kakap, tahu, tomat, daun bayam, margarin",ikan,Indonesia,9-11 Bulan
135,Tim  Tahu Ati Ayam,"kentang, hati ayam, tahu, air, wortel, tomat, keju",tahu,Indonesia,9-11 Bulan
135,Tim  Tahu Ati Ayam,"kentang, hati ayam, tahu, air, wortel, tomat, keju",keju,Indonesia,9-11 Bulan
136,Bubur Sehat Havermut,"daun kangkung, havermut, air, daging sapi, keju parut",keju,Indonesia,9-11 Bulan
137,Makaroni Kuning Telur,"air, makaroni, apel merah, wortel, keju parut, kuning telur, minyak kelapa/zairun, susu UHT",pasta,Indonesia,9-11 Bulan
137,Makaroni Kuning Telur,"air, makaroni, apel merah, wortel, keju parut, kuning telur, minyak kelapa/zairun, susu UHT",susu,Indonesia,9-11 Bulan
137,Makaroni Kuning Telur,"air, makaroni, apel merah, wortel, keju parut, kuning telur, minyak kelapa/zairun, susu UHT",keju,Indonesia,9-11 Bulan
137,Makaroni Kuning Telur,"air, makaroni, apel merah, wortel, keju parut, kuning telur, minyak kelapa/zairun, susu UHT",telur,Indonesia,9-11 Bulan
138,Tim Havermut Tabur Keju,"air, paprika merah, bayam, havermut, susu kedelai, daging sapi cincang, keju parut",susu,Indonesia,9-11 Bulan
138,Tim Havermut Tabur Keju,"air, paprika merah, bayam, havermut, susu kedelai, daging sapi cincang, keju parut",keju,Indonesia,9-11 Bulan
139,Nasi Tim Sari Tomat,"beras merah, tomat, tahu, ikan sarden, kacang merah, minyak kelapa",tahu,Indonesia,9-11 Bulan
139,Nasi Tim Sari Tomat,"beras merah, tomat, tahu, ikan sarden, kacang merah, minyak kelapa",ikan,Indonesia,9-11 Bulan
139,Nasi Tim Sari Tomat,"beras merah, tomat, tahu, ikan sarden, kacang merah, minyak kelapa",kacang,Indonesia,9-11 Bulan
140,Tim Havermut Kedelai,"kacang kedelai, ikan tenggiri, daun bawang, air, havermut, tomat, keju cheddar",keju,Indonesia,9-11 Bulan
140,Tim Havermut Kedelai,"kacang kedelai, ikan tenggiri, daun bawang, air, havermut, tomat, keju cheddar",ikan,Indonesia,9-11 Bulan
140,Tim Havermut Kedelai,"kacang kedelai, ikan tenggiri, daun bawang, air, havermut, tomat, keju cheddar",kacang,Indonesia,9-11 Bulan
141,Tim Havermut Daging Giling,"daging sapi giling, havermut, air, brokoli, tahu, margarin",tahu,Indonesia,9-11 Bulan
142,Mi Tim Kakap Merah,"kacang merah, mie, air, minyak zaitun extra virgin, fillet ikan kakap merah, buncis muda, bawang putih, bawang merah, kaldu ikan, daun salam",mie,Indonesia,9-11 Bulan
142,Mi Tim Kakap Merah,"kacang merah, mie, air, minyak zaitun extra virgin, fillet ikan kakap merah, buncis muda, bawang putih, bawang merah, kaldu ikan, daun salam",ikan,Indonesia,9-11 Bulan
143,Bubur Udang Kacang Polong,"beras, udang, air, jagung, kacang polong, keju, telur ayam",kacang,Indonesia,9-11 Bulan
143,Bubur Udang Kacang Polong,"beras, udang, air, jagung, kacang polong, keju, telur ayam",keju,Indonesia,9-11 Bulan
143,Bubur Udang Kacang Polong,"beras, udang, air, jagung, kacang polong, keju, telur ayam",udang,Indonesia,9-11 Bulan
143,Bubur Udang Kacang Polong,"beras, udang, air, jagung, kacang polong, keju, telur ayam",telur,Indonesia,9-11 Bulan
144,Tim Jagung Salmon,"margarin, bawang putih, bawang merah, jagung manis. Ikan salmon, kacang polong, jamur kancing, daun salam",ikan,Indonesia,9-11 Bulan
144,Tim Jagung Salmon,"margarin, bawang putih, bawang merah, jagung manis. Ikan salmon, kacang polong, jamur kancing, daun salam",kacang,Indonesia,9-11 Bulan
145,Tim Roti Gurih,"wortel, buncis muda, roti wholemeal, ikan tuna giling, keju parut, tepung terigu, telur ayam",roti,Indonesia,9-11 Bulan
145,Tim Roti Gurih,"wortel, buncis muda, roti wholemeal, ikan tuna giling, keju parut, tepung terigu, telur ayam",ikan,Indonesia,9-11 Bulan
145,Tim Roti Gurih,"wortel, buncis muda, roti wholemeal, ikan tuna giling, keju parut, tepung terigu, telur ayam",keju,Indonesia,9-11 Bulan
145,Tim Roti Gurih,"wortel, buncis muda, roti wholemeal, ikan tuna giling, keju parut, tepung terigu, telur ayam",tepung,Indonesia,9-11 Bulan
145,Tim Roti Gurih,"wortel, buncis muda, roti wholemeal, ikan tuna giling, keju parut, tepung terigu, telur ayam",telur,Indonesia,9-11 Bulan
146,Tim Pisang Salmon,"pisang kepok, filet ikan salmon, kaldu ikan, minyak zaitun extra virgin, keju serut, labu kuning",ikan,Indonesia,9-11 Bulan
146,Tim Pisang Salmon,"pisang kepok, filet ikan salmon, kaldu ikan, minyak zaitun extra virgin, keju serut, labu kuning",keju,Indonesia,9-11 Bulan
147,Tim Biskuit Buah,"biskuit bayi, pisang kepok, susu UHT, kuning telur, avokad",susu,Indonesia,9-11 Bulan
147,Tim Biskuit Buah,"biskuit bayi, pisang kepok, susu UHT, kuning telur, avokad",telur,Indonesia,9-11 Bulan
147,Tim Biskuit Buah,"biskuit bayi, pisang kepok, susu UHT, kuning telur, avokad",roti,Indonesia,9-11 Bulan
147,Tim Biskuit Buah,"biskuit bayi, pisang kepok, susu UHT, kuning telur, avokad",keju,Indonesia,9-11 Bulan
148,Tim Merah Sapi Wortel,"beras merah, daging sapi, wortel, irisan seledri, tahu, margarin",tahu,Indonesia,9-11 Bulan
149,Agar-agar Buah,"buah pepaya, melon oranye, mangga, air, gula halus, agar-agar bubuk",,Indonesia,9-11 Bulan
150,Stik Keju,"tepung terigu, mentega, kuning telur, keju parut, mentega",tepung,Indonesia,9-11 Bulan
150,Stik Keju,"tepung terigu, mentega, kuning telur, keju parut, mentega",keju,Indonesia,9-11 Bulan
150,Stik Keju,"tepung terigu, mentega, kuning telur, keju parut, mentega",mentega,Indonesia,9-11 Bulan
150,Stik Keju,"tepung terigu, mentega, kuning telur, keju parut, mentega",telur,Indonesia,9-11 Bulan
151,Kue Kering Apel,"tepung terigu, susu formula, mentega, gula halus, kuning telur, vanili bubuk, apel, havermut,kacang almond",tepung,Indonesia,9-11 Bulan
151,Kue Kering Apel,"tepung terigu, susu formula, mentega, gula halus, kuning telur, vanili bubuk, apel, havermut,kacang almond",mentega,Indonesia,9-11 Bulan
151,Kue Kering Apel,"tepung terigu, susu formula, mentega, gula halus, kuning telur, vanili bubuk, apel, havermut,kacang almond",kacang,Indonesia,9-11 Bulan
151,Kue Kering Apel,"tepung terigu, susu formula, mentega, gula halus, kuning telur, vanili bubuk, apel, havermut,kacang almond",susu,Indonesia,9-11 Bulan
151,Kue Kering Apel,"tepung terigu, susu formula, mentega, gula halus, kuning telur, vanili bubuk, apel, havermut,kacang almond",telur,Indonesia,9-11 Bulan
152,Puding Wortel Sari Jeruk,"agar-agar putih, wortel rebus, susu cair, gula pasir, sari jeruk",susu,Indonesia,9-11 Bulan
153,Puding Kacang Hijau,"agar-agar putih, kacang hijau, susu cair, gula halus",susu,Indonesia,9-11 Bulan
153,Puding Kacang Hijau,"agar-agar putih, kacang hijau, susu cair, gula halus",kacang,Indonesia,9-11 Bulan
154,Makaroni Ayam Kukus,"makaroni/nasi, ayam cincang, tahu, bawang putih, daun katuk, tepung terigu, air",pasta,Indonesia,9-11 Bulan
154,Makaroni Ayam Kukus,"makaroni/nasi, ayam cincang, tahu, bawang putih, daun katuk, tepung terigu, air",tahu,Indonesia,9-11 Bulan
154,Makaroni Ayam Kukus,"makaroni/nasi, ayam cincang, tahu, bawang putih, daun katuk, tepung terigu, air",tepung,Indonesia,9-11 Bulan
155,Tumis Kentang Daging Bayam,"kentang, ayam, kacang merah, daun bayam hijau, daun salam, bawang putih, bawang merah, kaldu ayam",kacang,Indonesia,9-11 Bulan
156,Nasi Sapo Tahu,"beras, air, daun pandan, minyak goreng, minyak wijen, bawang bombai, bawang putih, brokoli, dada ayam, tofu, gula pasir, garam, lada bubuk",minyak wijen,Indonesia,9-11 Bulan
156,Nasi Sapo Tahu,"beras, air, daun pandan, minyak goreng, minyak wijen, bawang bombai, bawang putih, brokoli, dada ayam, tofu, gula pasir, garam, lada bubuk",tofu,Indonesia,9-11 Bulan
157,Bobor Bayam,"telur, beras, tempe, kacang panjang, bawang merah, bawang putih, lengkuas, daun bayam, santan, air",telur,Indonesia,9-11 Bulan
157,Bobor Bayam,"telur, beras, tempe, kacang panjang, bawang merah, bawang putih, lengkuas, daun bayam, santan, air",kacang,Indonesia,9-11 Bulan
157,Bobor Bayam,"telur, beras, tempe, kacang panjang, bawang merah, bawang putih, lengkuas, daun bayam, santan, air",tempe,Indonesia,9-11 Bulan
158,Sup Daging Kentang Goreng,"kentang, minyak, wortel, jagung, kacang merah, daging sapi, air, bawang bombai, bawang putih",kacang,Indonesia,9-11 Bulan
159,Bubur Ayam Tumis Kaldu,"bawang putih, air, daun salam, daging ayam, nasi putih, wortel, kacang merah, minyak goreng",kacang,Indonesia,9-11 Bulan
160,Bubur Beras Pepes Ikan Nila,"beras, daun salam, serai, air, tempe, minyak, ikan nila, bawang merah, bawang putih, tomat, daun salam, serai, jahe, kunyit, daun kemangi",tempe,Indonesia,9-11 Bulan
160,Bubur Beras Pepes Ikan Nila,"beras, daun salam, serai, air, tempe, minyak, ikan nila, bawang merah, bawang putih, tomat, daun salam, serai, jahe, kunyit, daun kemangi",ikan,Indonesia,9-11 Bulan
161,Perkedel 4 Bintang,"kentang, tempe, wortel, bawang putih, bawang merah, daging sapi, daun salam, lengkuas, telur ayam, tepung maizena, air, minyak",tempe,Indonesia,9-11 Bulan
161,Perkedel 4 Bintang,"kentang, tempe, wortel, bawang putih, bawang merah, daging sapi, daun salam, lengkuas, telur ayam, tepung maizena, air, minyak",tepung,Indonesia,9-11 Bulan
161,Perkedel 4 Bintang,"kentang, tempe, wortel, bawang putih, bawang merah, daging sapi, daun salam, lengkuas, telur ayam, tepung maizena, air, minyak",telur,Indonesia,9-11 Bulan
162,Bubur Liwet Lauk Kukus,"minyak goreng, bawang merah, bawang putih, serai, daun salam, tomat merah, air, beras, brokoli, wortel, tempe, hati ayam",tempe,Indonesia,6-8 Bulan
163,Telur Dadar 4 Bintang,"telur, kentang, wortel, daging ayam, susu UHT, bawang merah, daun bawang, seledri, minyak goreng, tahu sutra",susu,Indonesia,6-8 Bulan
163,Telur Dadar 4 Bintang,"telur, kentang, wortel, daging ayam, susu UHT, bawang merah, daun bawang, seledri, minyak goreng, tahu sutra",tahu,Indonesia,6-8 Bulan
163,Telur Dadar 4 Bintang,"telur, kentang, wortel, daging ayam, susu UHT, bawang merah, daun bawang, seledri, minyak goreng, tahu sutra",telur,Indonesia,6-8 Bulan
164,Bubur Gurih Bayam Hulur,"beras, daun salam, daun jeruk, air, santan, telur puyuh, daun bayam, bawang merah, bawang putih, daging ayam, tahu",tahu,Indonesia,6-8 Bulan
164,Bubur Gurih Bayam Hulur,"beras, daun salam, daun jeruk, air, santan, telur puyuh, daun bayam, bawang merah, bawang putih, daging ayam, tahu",telur,Indonesia,6-8 Bulan
165,Nasi Panggang,"beras, air, edamame, daun salam, telur, jamur champgnon, bawang putih, oregano, keju",keju,Indonesia,6-8 Bulan
165,Nasi Panggang,"beras, air, edamame, daun salam, telur, jamur champgnon, bawang putih, oregano, keju",kacang,Indonesia,6-8 Bulan
166,Capcai Udang,"bawang merah, bawang putih, bawang bombai, udang, tahu, brokoli, tomat, air, nasi, minyak sayur",udang,Indonesia,6-8 Bulan
166,Capcai Udang,"bawang merah, bawang putih, bawang bombai, udang, tahu, brokoli, tomat, air, nasi, minyak sayur",tahu,Indonesia,6-8 Bulan
167,Bubur Nasi Sate Lilit,"air, nasi, minyak goreng, bawang merah, bawang putih, kunyit, jahe, kemiri, ketumbar, daun salam, daun jeruk, serai, daging ayam giling, tahu, santan, wortel, serai",tahu,Indonesia,6-8 Bulan
168,Bubur Nasi Mangut Lele,"air, nasi, minyak, ikan lele, bawang merah, bawang putih, kunyit, minyak, serai, lengkuas, daun salam, daun heruk, air, santan, tahu, tomat merah, daun kemangi",ikan,Indonesia,6-8 Bulan
168,Bubur Nasi Mangut Lele,"air, nasi, minyak, ikan lele, bawang merah, bawang putih, kunyit, minyak, serai, lengkuas, daun salam, daun heruk, air, santan, tahu, tomat merah, daun kemangi",tahu,Indonesia,6-8 Bulan
169,Bubur Kaldu Kuning Lauk Sop,"air, iga sapi/dada ayam dan tulang ayam, kacang tunggak merah, wortel, daun bawang, gula, garam, lada bubuk, bawang putih, bawang merah, daun salam, serai, kaldu sup, kunyit, nasi",kacang,Indonesia,6-8 Bulan
170,Nasi Gulai Salmon,"beras, air, salmon fillet, tahu, daun salam, serai, daun kunyit, kunyit bubuk, ketumbar bubuk, bumbu gulai, santan, tomat merah, daun bawang, seledri, bawang putih bawang merah, lada",ikan,Indonesia,9-11 Bulan
170,Nasi Gulai Salmon,"beras, air, salmon fillet, tahu, daun salam, serai, daun kunyit, kunyit bubuk, ketumbar bubuk, bumbu gulai, santan, tomat merah, daun bawang, seledri, bawang putih bawang merah, lada",tahu,Indonesia,9-11 Bulan
171,Rice Bowl Cheesy Chicken Nugget,"dada ayam, tepung terigu, bawang putih, telur, garam, lada bubuk, pala bubuk, keju, wortel, tahu/tofu, terigu, telur, tepung roti, minyak goreng, nasi, kaldu ayam, mentega, kol, wortel, tomat, mentimun",keju,Indonesia,6-8 Bulan
171,Rice Bowl Cheesy Chicken Nugget,"dada ayam, tepung terigu, bawang putih, telur, garam, lada bubuk, pala bubuk, keju, wortel, tahu/tofu, terigu, telur, tepung roti, minyak goreng, nasi, kaldu ayam, mentega, kol, wortel, tomat, mentimun",tahu,Indonesia,6-8 Bulan
171,Rice Bowl Cheesy Chicken Nugget,"dada ayam, tepung terigu, bawang putih, telur, garam, lada bubuk, pala bubuk, keju, wortel, tahu/tofu, terigu, telur, tepung roti, minyak goreng, nasi, kaldu ayam, mentega, kol, wortel, tomat, mentimun",tepung,Indonesia,6-8 Bulan
171,Rice Bowl Cheesy Chicken Nugget,"dada ayam, tepung terigu, bawang putih, telur, garam, lada bubuk, pala bubuk, keju, wortel, tahu/tofu, terigu, telur, tepung roti, minyak goreng, nasi, kaldu ayam, mentega, kol, wortel, tomat, mentimun",telur,Indonesia,6-8 Bulan
171,Rice Bowl Cheesy Chicken Nugget,"dada ayam, tepung terigu, bawang putih, telur, garam, lada bubuk, pala bubuk, keju, wortel, tahu/tofu, terigu, telur, tepung roti, minyak goreng, nasi, kaldu ayam, mentega, kol, wortel, tomat, mentimun",mentega,Indonesia,6-8 Bulan
172,Bubur Bovine,"minyak goreng, bawang bombai, bawang putih, daging sapi beku, nasi, hati ayam, tempe goreng, tomat merah, kaldu sapi, garam, lada, tulang kaki sapi, air",tempe,Indonesia,6-8 Bulan
173,Tumis Ayam Kentawo,"daging ayam, kentang, wortel, tahu, minyak sayur, bawang merah, bawang putih, daun salam, air",tahu,Indonesia,6-8 Bulan
174,Pindang Bandeng,"beras, ikan bandeng, air perasan jeruk nipis, garam, air, tomat, kacang tunggak, kunyit, bawang merah, bawang putih, asam jawa",ikan,Indonesia,6-8 Bulan
174,Pindang Bandeng,"beras, ikan bandeng, air perasan jeruk nipis, garam, air, tomat, kacang tunggak, kunyit, bawang merah, bawang putih, asam jawa",kacang,Indonesia,6-8 Bulan
175,Nasi Kuning Versi Bubur,"santan, kunyit, beras, air, daun salam, gula pasir, garam, telur puyuh, daun bawang, seledri, minyak goreng, tempe, bawang merah goreng",tempe,Indonesia,9-11 Bulan
175,Nasi Kuning Versi Bubur,"santan, kunyit, beras, air, daun salam, gula pasir, garam, telur puyuh, daun bawang, seledri, minyak goreng, tempe, bawang merah goreng",telur,Indonesia,9-11 Bulan
176,Soto Daging Madura,"daging sapi, air, serai, daun jeruk, jahe, lengkuas, garam, gula, bawang merah, bawang putih, kunyit, merica, ketumbar, jintan, bawang goreng, perasan jeruk nipis, seledri/daun bawang, kerupuk bawang/udang",kerupuk udang,Indonesia,9-11 Bulan
177,Nasi Uduk Wortel Udang,"minyak goreng, bawang merah, udang, daun salam, serai, wortel, santan, garam, lada bubuk, beras",udang,Indonesia,9-11 Bulan
178,Patties 4 Bintang,"minyak goreng, bawang merah, bawang putih, serai, daun salam, hati ayam, tomat, daun bawang, seledri, kentang, kacang merah, oat, kuning telur",kacang,Indonesia,9-11 Bulan
178,Patties 4 Bintang,"minyak goreng, bawang merah, bawang putih, serai, daun salam, hati ayam, tomat, daun bawang, seledri, kentang, kacang merah, oat, kuning telur",telur,Indonesia,9-11 Bulan
179,Sup  Krim Jagung 4 Bintang,"olive oil, bawang bombai, jagung, kaldu daging, oatmeal, kacang merah, susu UHT, daging sapo giling, meruca bubuk, pala bubuk, garam, keju parut",susu,Indonesia,9-11 Bulan
179,Sup  Krim Jagung 4 Bintang,"olive oil, bawang bombai, jagung, kaldu daging, oatmeal, kacang merah, susu UHT, daging sapo giling, meruca bubuk, pala bubuk, garam, keju parut",keju,Indonesia,9-11 Bulan
179,Sup  Krim Jagung 4 Bintang,"olive oil, bawang bombai, jagung, kaldu daging, oatmeal, kacang merah, susu UHT, daging sapo giling, meruca bubuk, pala bubuk, garam, keju parut",kacang,Indonesia,9-11 Bulan
180,Dimsum,"jamur tiram, daging ayam, tahu, labu siam, tepung sagu, putih telur, kulit pangsit, minyak, bawang merah, bawang putih, garam, lada bubuk, gula, saus tiram, wortel, kuning telur, tepung sagu, garam",tahu,Indonesia,6-8 Bulan
180,Dimsum,"jamur tiram, daging ayam, tahu, labu siam, tepung sagu, putih telur, kulit pangsit, minyak, bawang merah, bawang putih, garam, lada bubuk, gula, saus tiram, wortel, kuning telur, tepung sagu, garam",tepung,Indonesia,6-8 Bulan
180,Dimsum,"jamur tiram, daging ayam, tahu, labu siam, tepung sagu, putih telur, kulit pangsit, minyak, bawang merah, bawang putih, garam, lada bubuk, gula, saus tiram, wortel, kuning telur, tepung sagu, garam",telur,Indonesia,6-8 Bulan
181,Makaroni Schotel 4 Bintang,"makaroni, daging sapi cincang, brokoli, wortel, tahu, telur, susu/air, tomat, bawang merah, bawang putih, garam, lada bubuk, margarin, seledri, keju",pasta,Indonesia,6-8 Bulan
181,Makaroni Schotel 4 Bintang,"makaroni, daging sapi cincang, brokoli, wortel, tahu, telur, susu/air, tomat, bawang merah, bawang putih, garam, lada bubuk, margarin, seledri, keju",susu,Indonesia,6-8 Bulan
181,Makaroni Schotel 4 Bintang,"makaroni, daging sapi cincang, brokoli, wortel, tahu, telur, susu/air, tomat, bawang merah, bawang putih, garam, lada bubuk, margarin, seledri, keju",keju,Indonesia,6-8 Bulan
181,Makaroni Schotel 4 Bintang,"makaroni, daging sapi cincang, brokoli, wortel, tahu, telur, susu/air, tomat, bawang merah, bawang putih, garam, lada bubuk, margarin, seledri, keju",telur,Indonesia,6-8 Bulan
182,Puding Roti Gurih,"kaldu/minyak goreng, bawang merah, bawang putih, daging ayam, wortel, santan, air, tepung maizena, roti tawar",roti,Indonesia,6-8 Bulan
183,Puding Ubi 4 Bintang,"air, ubi kuning, jagung, kacang hijau, daun pandan, gula, garam, agar-agar, susu UHT, santan, telur ayam",kacang,Indonesia,6-8 Bulan
183,Puding Ubi 4 Bintang,"air, ubi kuning, jagung, kacang hijau, daun pandan, gula, garam, agar-agar, susu UHT, santan, telur ayam",susu,Indonesia,6-8 Bulan
183,Puding Ubi 4 Bintang,"air, ubi kuning, jagung, kacang hijau, daun pandan, gula, garam, agar-agar, susu UHT, santan, telur ayam",telur,Indonesia,6-8 Bulan
184,Bola  Kentang Daging Keju,"minyak goreng, kentang, telur ayam, lada bubuk, daun seledri, ketumbar bubuk, keju, bawang putih, putih telur, tepung roti, bawang merah, bawang putih, daun bawang, daging sapi cincang, tahu, garam, gula, wortel, keju",tepung,Indonesia,6-8 Bulan
184,Bola  Kentang Daging Keju,"minyak goreng, kentang, telur ayam, lada bubuk, daun seledri, ketumbar bubuk, keju, bawang putih, putih telur, tepung roti, bawang merah, bawang putih, daun bawang, daging sapi cincang, tahu, garam, gula, wortel, keju",keju,Indonesia,6-8 Bulan
184,Bola  Kentang Daging Keju,"minyak goreng, kentang, telur ayam, lada bubuk, daun seledri, ketumbar bubuk, keju, bawang putih, putih telur, tepung roti, bawang merah, bawang putih, daun bawang, daging sapi cincang, tahu, garam, gula, wortel, keju",telur,Indonesia,6-8 Bulan
184,Bola  Kentang Daging Keju,"minyak goreng, kentang, telur ayam, lada bubuk, daun seledri, ketumbar bubuk, keju, bawang putih, putih telur, tepung roti, bawang merah, bawang putih, daun bawang, daging sapi cincang, tahu, garam, gula, wortel, keju",tahu,Indonesia,6-8 Bulan
185,Kroket Meleleh ,"kentang, paha ayam rebus, jamur champignon, tahu, bawang bombai, tepung roti, parsley, keju, minyak",tepung,Indonesia,6-8 Bulan
185,Kroket Meleleh ,"kentang, paha ayam rebus, jamur champignon, tahu, bawang bombai, tepung roti, parsley, keju, minyak",keju,Indonesia,6-8 Bulan
185,Kroket Meleleh ,"kentang, paha ayam rebus, jamur champignon, tahu, bawang bombai, tepung roti, parsley, keju, minyak",tahu,Indonesia,6-8 Bulan
186,Martabak Mijawi (Mi-Jamur-Sawi),"tepung terigu, telur, jamur kancing/jamur kuping, bihun, telur, sawi sendok, garam, lada",Mie,Indonesia,9-11 Bulan
186,Martabak Mijawi (Mi-Jamur-Sawi),"tepung terigu, telur, jamur kancing/jamur kuping, bihun, telur, sawi sendok, garam, lada",tepung,Indonesia,9-11 Bulan
187,Puding Kukus Buto Ijo (Labu-Telur-Roti-Kacang Ijo),"roti tawar, telur, kacang hijau, labu madu, santan/susu UHT, keju",roti,Indonesia,6-8 Bulan
187,Puding Kukus Buto Ijo (Labu-Telur-Roti-Kacang Ijo),"roti tawar, telur, kacang hijau, labu madu, santan/susu UHT, keju",kacang,Indonesia,6-8 Bulan
187,Puding Kukus Buto Ijo (Labu-Telur-Roti-Kacang Ijo),"roti tawar, telur, kacang hijau, labu madu, santan/susu UHT, keju",susu,Indonesia,6-8 Bulan
187,Puding Kukus Buto Ijo (Labu-Telur-Roti-Kacang Ijo),"roti tawar, telur, kacang hijau, labu madu, santan/susu UHT, keju",keju,Indonesia,6-8 Bulan
188,Puding Roti Jatelo,"telur, kacang hijau, jagung manis, santan, bubuk jelu, agar-agar, roti tawar",susu,Indonesia,6-8 Bulan
188,Puding Roti Jatelo,"telur, kacang hijau, jagung manis, santan, bubuk jelu, agar-agar, roti tawar",roti,Indonesia,6-8 Bulan
188,Puding Roti Jatelo,"telur, kacang hijau, jagung manis, santan, bubuk jelu, agar-agar, roti tawar",kacang,Indonesia,6-8 Bulan
189,Teeth Soothing Ice Cream,"susu UHT, roti tawar cincang, telur, kacang tanah, buah naga, bubuk jeli, kurma",susu,Indonesia,6-8 Bulan
189,Teeth Soothing Ice Cream,"susu UHT, roti tawar cincang, telur, kacang tanah, buah naga, bubuk jeli, kurma",roti,Indonesia,6-8 Bulan
189,Teeth Soothing Ice Cream,"susu UHT, roti tawar cincang, telur, kacang tanah, buah naga, bubuk jeli, kurma",kacang,Indonesia,6-8 Bulan
190,Kurma Silky Pudding,"susu segar, kurma, agar-agar, bubuk jeli",susu,Indonesia,6-8 Bulan
